"filename", "language", "JSON", "Properties", "Markdown", "JavaScript", "TypeScript", "CSS", "HTML", "SCSS", "XML", "comment", "blank", "total"
"c:\xampp\htdocs\SwissTech\frontend\src\environments\environment.ts", "TypeScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 11, 3, 18
"c:\xampp\htdocs\SwissTech\frontend\src\index.html", "HTML", 0, 0, 0, 0, 0, 0, 23, 0, 0, 1, 7, 31
"c:\xampp\htdocs\SwissTech\frontend\src\main.ts", "TypeScript", 0, 0, 0, 0, 9, 0, 0, 0, 0, 0, 4, 13
"c:\xampp\htdocs\SwissTech\frontend\src\polyfills.ts", "TypeScript", 0, 0, 0, 0, 1, 0, 0, 0, 0, 55, 8, 64
"c:\xampp\htdocs\SwissTech\frontend\src\styles.css", "CSS", 0, 0, 0, 0, 0, 61, 0, 0, 0, 1, 15, 77
"c:\xampp\htdocs\SwissTech\frontend\src\test.ts", "TypeScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 4, 6, 23
"c:\xampp\htdocs\SwissTech\frontend\tsconfig.app.json", "JSON", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"c:\xampp\htdocs\SwissTech\frontend\tsconfig.json", "JSON", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 27
"c:\xampp\htdocs\SwissTech\frontend\tsconfig.spec.json", "JSON", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 19
"c:\xampp\htdocs\SwissTech\frontend\tslint.json", "JSON", 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 91
"Total", "-", 13655, 10, 14, 53, 3142, 89, 1878, 96, 198, 402, 929, 20466
